NodeName,NeId,Object,Time,Interval,Direction,NeAlias,NeType,Position,PowerTLTMmin[dBm],PowerTLTMmax[dBm],SecondsTLTS1,IdLogNum,PowerRLTMmin[dBm],PowerRLTMmax[dBm],SecondsRLTS1,SecondsRLTS2,ES,SES,BBE,UAS
SOEM-M,9389,RAU,2013-01-01 04:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 04:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 04:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 04:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 05:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 05:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 05:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 05:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 05:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 05:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 05:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 05:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-51.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 05:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 05:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-51.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 05:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 05:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 06:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 06:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 06:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-01 06:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 06:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 06:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 06:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 06:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 06:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 06:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 06:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 06:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 07:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 07:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 07:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 07:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-51.5,-49.9,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 07:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 07:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-01 07:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 07:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 07:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 07:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 07:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-51.1,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 07:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 08:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-49.9,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 08:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 08:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 08:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 08:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 08:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 08:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-49.9,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 08:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 08:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 08:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 08:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 08:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 09:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 09:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 09:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 09:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 09:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 09:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 09:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 09:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 09:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 09:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 09:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 09:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 10:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-51.5,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 10:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 10:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 10:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 10:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 10:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-49.9,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 10:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 10:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 10:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-49.6,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 10:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 10:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 10:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-49.9,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 11:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 11:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 11:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 11:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 11:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 11:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 11:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 11:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 11:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 11:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 11:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 11:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 12:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 12:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 12:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 12:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 12:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 12:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 12:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 12:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 12:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 12:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 12:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 12:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 13:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 13:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 13:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-49.3,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 13:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-51.8,-49.9,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 13:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 13:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,8.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 13:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 13:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 13:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 13:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 13:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 13:45:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 14:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 14:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,HC,2013-01-01 14:00:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,HC,2013-01-01 14:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
SOEM-M,9389,RAU,2013-01-01 14:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 14:15:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,RAU,2013-01-01 14:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,7.0,7.0,0.0,0,,,,,,,,
SOEM-M,9389,RAU,2013-01-01 14:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,-50.8,-50.2,0.0,0.0,,,,
SOEM-M,9389,HC,2013-01-01 14:30:00,15,Near End,b459_00459_04368_6880.342,1+0,-,,,,0,,,,,0.0,0.0,0.0,0.0
